"locale","key","term","partOfSpeech","termCategory","phonetic","definition","definitionSource","sampleSentence","extended","termSource","dateFirstRecorded","commentary"
"ro-RO","gwei","gwei","","","","Gwei | Definiție: O subdiviziune a Ether. Este utilizat pe scară largă ca valoare a prețurilor gazului. 1.000.000.000 wei = 1 Giga wei (Gwei)","https://academy.binance.com/ro/glossary/gwei","","","https://academy.binance.com/ro/glossary/gwei","2025-02-02",""
"ro-RO","hackathon","Hackathon","","","","A blockchain hackathon is a competition where participants build sample applications atop a blockchain ecosystem.","https://academy.binance.com/ro/glossary/hackathon","","","https://academy.binance.com/ro/glossary/hackathon","2025-02-02",""
"ro-RO","hacker","Hacker","","","","An individual that has an advanced understanding of computer systems and networks, including programmers and cybersecurity experts.","https://academy.binance.com/ro/glossary/hacker","","","https://academy.binance.com/ro/glossary/hacker","2025-02-02",""
"ro-RO","haha-money-printer-go-brrrrr","Haha Money Printer Go Brrrrr","","","","Haha Money Printer Go Brrrrr is meme created in response to the Federal Reserve's 2020 plan to print money.","https://academy.binance.com/ro/glossary/haha-money-printer-go-brrrrr","","","https://academy.binance.com/ro/glossary/haha-money-printer-go-brrrrr","2025-02-02",""
"ro-RO","halving","înjumătățire","","","","Halving | Definiție: atunci când recompensa de bloc a unui activ cripto scade la jumătate din valoarea anterioară; se folosește pentru a crea o rată de emisiune în scădere.","https://academy.binance.com/ro/glossary/halving","","","https://academy.binance.com/ro/glossary/halving","2025-02-02",""
"ro-RO","hard-cap","Hard Cap","","","","The maximum amount of funds a project intends to raise during their Initial Coin Offering (ICO) or alternative fundraising event.","https://academy.binance.com/ro/glossary/hard-cap","","","https://academy.binance.com/ro/glossary/hard-cap","2025-02-02",""
"ro-RO","hard-fork","hard fork","","","","","","","","","",""
"ro-RO","hard-landing","Hard Landing","","","","În termeni economici, hard landing se referă la o situație în care o economie trece rapid de la creștere la creștere lentă sau recesiune.","https://academy.binance.com/ro/glossary/hard-landing","","","https://academy.binance.com/ro/glossary/hard-landing","2025-02-02",""
"ro-RO","hardware-wallet","portofel hardware","","","","","","","","","",""
"ro-RO","harmony","Harmony","","","","","","","","","",""
"ro-RO","hash","hash","","","","The output produced by a hash function after a piece of data is mapped. May also be referred to as hash value, hash code, or digest.","https://academy.binance.com/ro/glossary/hash","","","https://academy.binance.com/ro/glossary/hash","2025-02-02",""
"ro-RO","hash-rate","Hash Rate","","","","The speed at which a computer or mining hardware is able to calculate new hashes. Usually measured in hashes per second.","https://academy.binance.com/ro/glossary/hash-rate","","","https://academy.binance.com/ro/glossary/hash-rate","2025-02-02",""
"ro-RO","hashed-timelock-contract","Hashed TimeLock Contract (HTLC)","","","","Refers to a special feature that is used to create smart contracts that are able to modify payment channels.","https://academy.binance.com/ro/glossary/hashed-timelock-contract","","","https://academy.binance.com/ro/glossary/hashed-timelock-contract","2025-02-02",""
"ro-RO","hd-wallet","portofel HD","","","","","","","","","",""
"ro-RO","herd-instinct","Instinctul de turmă","","","","Instinctul de turmă descrie un fenomen în care traderii tind să repete acțiunile mulțimii, adesea fără a cerceta pe cont propriu.","https://academy.binance.com/ro/glossary/herd-instinct","","","https://academy.binance.com/ro/glossary/herd-instinct","2025-02-02",""
"ro-RO","hex-data","Dados hexa","","","","","","","","","",""
"ro-RO","high-frequency-trading-hft","High-Frequency Trading (HFT)","","","","A type of algorithmic trading that involves the execution of a large number of orders in fractions of a second.","https://academy.binance.com/ro/glossary/high-frequency-trading-hft","","","https://academy.binance.com/ro/glossary/high-frequency-trading-hft","2025-02-02",""
"ro-RO","hodl","HODL","","","","A typo of 'Hold' originating from bitcointalk that has also been retrofitted to be an acronym for Hold on for Dear Life.","https://academy.binance.com/ro/glossary/hodl","","","https://academy.binance.com/ro/glossary/hodl","2025-02-02",""
"ro-RO","honeypot","Honeypot","","","","A mechanism used in computer security used to detect or counteract unauthorized access of information systems.","https://academy.binance.com/ro/glossary/honeypot","","","https://academy.binance.com/ro/glossary/honeypot","2025-02-02",""
"ro-RO","hot-storage","hot storage","","","","","","","","","",""
"ro-RO","hot-wallet","hot wallet","","","","","","","","","",""
"ro-RO","hybrid-network","rețea hibridă","","","","","","","","","",""
"ro-RO","hyperledger","Hyperledger","","","","","","","","","",""
"ro-RO","ibc","IBC","","","","","","","","","",""
"ro-RO","iceberg-order","Iceberg Order","","","","Conditional order to buy or sell a large amount of assets in smaller quantities to conceal the total order quantity.","https://academy.binance.com/ro/glossary/iceberg-order","","","https://academy.binance.com/ro/glossary/iceberg-order","2025-02-02",""
"ro-RO","ico","Ofertă inițială de monedă","","","","","","","","","",""
"ro-RO","id","ID","","","","","","","","","",""
"ro-RO","immutability","imutabilitate","","","","The inability to change or be changed. One of the core features behind Bitcoin and blockchain technology.","https://academy.binance.com/ro/glossary/immutability","","","https://academy.binance.com/ro/glossary/immutability","2025-02-02",""
"ro-RO","index-funds","Fonduri indexate","","","","Aflați mai multe despre fondurile indexate, cum funcționează, beneficiile și dezavantajele lor potențiale și impactul lor potențial asupra blockchainului și piețelor de criptomonede.","https://academy.binance.com/ro/glossary/index-funds","","","https://academy.binance.com/ro/glossary/index-funds","2025-02-02",""
"ro-RO","infura","Infura","","","","","","","","","",""
"ro-RO","initial-coin-offering","Initial Coin Offering (ICO)","","","","A fundraising method in which new projects will sell their cryptocurrency to investors.","https://academy.binance.com/ro/glossary/initial-coin-offering","","","https://academy.binance.com/ro/glossary/initial-coin-offering","2025-02-02",""
"ro-RO","initial-dex-offering-ido","Ofertă inițială DEX (IDO)","","","","O ofertă inițială DEX (IDO) este un tip de metodă de strângere de fonduri pe blockchain. Este o vânzare publică de tokenuri efectuată direct pe o bursă descentralizată (DEX).","https://academy.binance.com/ro/glossary/initial-dex-offering-ido","","","https://academy.binance.com/ro/glossary/initial-dex-offering-ido","2025-02-02",""
"ro-RO","initial-exchange-offering","Initial Exchange Offering (IEO)","","","","The fundraising will be conducted on a well-known exchange’s fundraising platform, such as Binance Launchpad","https://academy.binance.com/ro/glossary/initial-exchange-offering","","","https://academy.binance.com/ro/glossary/initial-exchange-offering","2025-02-02",""
"ro-RO","initial-public-offering","Initial Public Offering (IPO)","","","","Refers to the moment a private company starts offering its shares to the public for the first time.","https://academy.binance.com/ro/glossary/initial-public-offering","","","https://academy.binance.com/ro/glossary/initial-public-offering","2025-02-02",""
"ro-RO","inscription","Inscripționări","","","","Un fragment de date, cum ar fi text, imagini sau cod, anexat la cele mai mici unități Bitcoin, satoshi și stocat pe blockchain.","https://academy.binance.com/ro/glossary/inscription","","","https://academy.binance.com/ro/glossary/inscription","2025-02-02",""
"ro-RO","insider-trading","tranzacții cu informații privilegiate","","","","","","","","","",""
"ro-RO","integrated-circuit","Integrated Circuit (IC)","","","","A small chip, typically made of silicon, that holds a set of electronic parts such as transistors, resistors or capacitors.","https://academy.binance.com/ro/glossary/integrated-circuit","","","https://academy.binance.com/ro/glossary/integrated-circuit","2025-02-02",""
"ro-RO","interest-rates","Ratele dobânzii","","","","Ratele dobânzii se pot referi fie la costul împrumutului, fie la randamentul obținut pentru o investiție, exprimat, de obicei, ca procent din capitalul principal.","https://academy.binance.com/ro/glossary/interest-rates","","","https://academy.binance.com/ro/glossary/interest-rates","2025-02-02",""
"ro-RO","internal-transaction","tranzacție internă","","","","","","","","","",""
"ro-RO","interoperability","interoperabilitate","","","","A concept of allowing blockchains to be compatible with each other and build upon each other's features and use-cases.","https://academy.binance.com/ro/glossary/interoperability","","","https://academy.binance.com/ro/glossary/interoperability","2025-02-02",""
"ro-RO","interplanetary-file-system-(ipfs)","InterPlanetary File System (IPFS)","","","","","","","","","",""
"ro-RO","interplanetary-file-system-ipfs","InterPlanetary File System (IPFS)","","","","An open-source project building a protocol for distributed content storage and access.","https://academy.binance.com/ro/glossary/interplanetary-file-system-ipfs","","","https://academy.binance.com/ro/glossary/interplanetary-file-system-ipfs","2025-02-02",""
"ro-RO","iou","IOU","","","","IOU | Definiție: Un acronim care înseamnă „I owe you” (Îți sunt dator) și se referă la un document informal care atestă o datorie a unei părți față de alta.","https://academy.binance.com/ro/glossary/iou","","","https://academy.binance.com/ro/glossary/iou","2025-02-02",""
"ro-RO","ip-address","adresă IP","","","","","","","","","",""
"ro-RO","ipfs","IPFS","","","","","","","","","",""
"ro-RO","ipo","IPO","","","","","","","","","",""
"ro-RO","isolated-margin","Isolated Margin","","","","The margin balance allocated to a position. Traders can manage risk by restricting the amount allocated to each position.","https://academy.binance.com/ro/glossary/isolated-margin","","","https://academy.binance.com/ro/glossary/isolated-margin","2025-02-02",""
"ro-RO","issuance","Issuance","","","","Generation of a new cryptocurrency which occurs in a variety of different ways, depending on parameters specified by the creators.","https://academy.binance.com/ro/glossary/issuance","","","https://academy.binance.com/ro/glossary/issuance","2025-02-02",""
"ro-RO","json-file","Fișier JSON","","","","","","","","","",""
"ro-RO","json-rpc","JSON-RPC","","","","","","","","","",""
"ro-RO","keccak","Keccak","","","","Keccak | Definiție: O funcție criptografică versatilă concepută de Guido Bertoni, Joan Daemen, Michaël Peeters și Gilles Van Assche.","https://academy.binance.com/ro/glossary/keccak","","","https://academy.binance.com/ro/glossary/keccak","2025-02-02",""
"ro-RO","keystore-file","fișier keystore","","","","","","","","","",""
"ro-RO","know-your-customer","Know Your Customer","","","","Cunoașterea clientului | Definiție: O procedură standard în industria financiară care permite companiilor să-și identifice clienții și să respecte legile KYC și AML","https://academy.binance.com/ro/glossary/know-your-customer","","","https://academy.binance.com/ro/glossary/know-your-customer","2025-02-02",""
"ro-RO","know-your-transaction","Know Your Transaction","","","","","","","","","",""
"ro-RO","kovan","Kovan","","","","","","","","","",""
"ro-RO","kyc","KYC","","","","","","","","","",""
"ro-RO","kyt","KYT","","","","","","","","","",""
